,unique_id,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,collection_name,timestamp
0,BoredApeYachtClub2777,299.0,244.46300000000002,overpriced,Phoneme Vuh,Purple,Pink,Sleeveless Logo T,Bored,Safari,,https://lh3.googleusercontent.com/7f23hMIG29DYzVAANycpMkZoBvOrk_1TOCxRHmtbl2SpDfO-BzGHgHBDJQq6ZuDTPpHHbf8o2Xs_MVzVn5JuNow6ie7NtbMnNMXu,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:14:11.608961
1,BoredApeYachtClub2787,230.0,128.46500000000003,overpriced,Dumbfounded,Aquamarine,Golden Brown,Rainbow Suspenders,Zombie,Halo,,https://lh3.googleusercontent.com/hTov6PB3AWug6M-EUCMxU0yui_pwTNPNGyLcy4KWbx9V-woFOo-jPGtQgGLjH6NIcCw0cFthQpmZ-7mpqFRR5GtqL4-YJ_wI2OTOyw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:14:27.474726
2,BoredApeYachtClub2795,150.0,133.09250000000003,overpriced,Bored,Aquamarine,Gray,,Sleepy,Party Hat 2,Silver Hoop,https://lh3.googleusercontent.com/2RY216lr2caNV1AQtLaj4bWRkzEj8ieoV23pIiUqy1NxRbPHSy1QCGSTUOc3wPy08DAsUhnrGezj34c8R_kluM0584yghhJaQ_Qg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:14:40.280435
3,BoredApeYachtClub2813,111.0,108.72399999999998,overpriced,Bored Unshaven,Aquamarine,Noise,Biker Vest,Crazy,Horns,,https://lh3.googleusercontent.com/XBKcsbhx0ftFP19gk6YYoSNXTnW8KErkjbiTPrAkaLQrn0gHyqfKkGGawN3Ztav-f8d3ebpovysyXXKgTZCautDGUstoprq4XNxOHA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:15:09.036102
4,BoredApeYachtClub2825,138.0,85.14599999999999,overpriced,Bored Cigarette,Gray,Dark Brown,,Bored,S&m Hat,Silver Stud,https://lh3.googleusercontent.com/hzALbQ17uIv3cf0EIOdGrNrsUvoks1HfQIjZvgiXfU9MUF2lN1hWE33GTipRF6nqz5tAFtAys1T9OIX8IUt9Lf_yz0R_stz6vQ_5nWo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:15:28.235656
5,BoredApeYachtClub2828,100.0,114.0165,underpriced,Phoneme  ooo,Aquamarine,Cream,,Closed,Short Mohawk,,https://lh3.googleusercontent.com/bqyyIhgOOtpMKsIPkY6epoqUVm58JNIh4OnTzV3L_6xRKmuN3HaBOGEY9RcfvOkcjjPuYaHGFEP_3xSeGvKc3oWNLHRa5Qtpgvz8xg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:15:33.002399
6,BoredApeYachtClub2850,275.0,186.39133499999997,overpriced,Bored Unshaven,New Punk Blue,Cheetah,Hawaiian,Bloodshot,Fisherman's Hat,Silver Stud,https://lh3.googleusercontent.com/kuvwhJ20KUc981f8GSEfWWI5YjC2SBqK_NI10pT2G6o9s1XX4FUeb5oZ-BEA97NM8XDI36lXQvw7VcXRKhEV8ECs4NqYmoDFEaSG,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:07.602447
7,BoredApeYachtClub2858,100.0,94.969,overpriced,Grin,Yellow,Tan,Tuxedo Tee,Crazy,Short Mohawk,,https://lh3.googleusercontent.com/lqz0Lg-du5qDz5lkYhEB4PO5YUOT-16dXZHk41O77BOO6JbEsgc5kxhAoUHwF8fbqzFb1iR-SGVglSlcuS6Bz_wczCUACcD6cxdZ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:20.037644
8,BoredApeYachtClub2867,200.0,92.10499999999998,overpriced,Grin,Blue,Dark Brown,,Heart,,Silver Stud,https://lh3.googleusercontent.com/w67fJhwW-J_1nW75QgxH4OOPO_JLiTvFA-GHa2VBEFXjLxMEKwcBPS98SijJo29yvbqK_sE3UG_gNOQFUqqAbP65z7rc-5sUo8xTZQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:34.216397
9,BoredApeYachtClub2869,123.45,167.25719499999997,underpriced,Bored,New Punk Blue,Dark Brown,Smoking Jacket,Robot,Beanie,,https://lh3.googleusercontent.com/BDGgXhGEWmwULx4NCF5SlHYgwVDCMJkFcCbFMJ_9TxaP4RRbT4ozwJrPEJxDJwU2GbTR2L2uV4_d63QNjDV58-G_6fl-uO6SoYgDiA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:37.365277
10,BoredApeYachtClub2870,101.0,225.27050000000003,underpriced,Phoneme Oh,New Punk Blue,Black,Hip Hop,Sad,Army Hat,,https://lh3.googleusercontent.com/npuCC-E_jTRs0tZV02tcSxrQxfOBdW394w7Da4KNxi4ryhrbsdc6MYHFwLDdazq97M3TLYBDMHzrhQzwiIeOFMy0ruKdmCcX7H9j,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:39.017623
11,BoredApeYachtClub2873,95.0,94.16799999999999,overpriced,Bored Unshaven,Gray,Golden Brown,Space Suit,Bored,,,https://lh3.googleusercontent.com/BsQ0nVbDTXvZ05cLQeP52hK9d6jG7mS2Vphj9V__RDPQ6rDpMkjh0jFgG8vlg3Y4sZIJk1BLWyy2uFWDcrR-k_WJCMqRLCUoQdoe,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:43.428819
12,BoredApeYachtClub2874,100.0,100.265,underpriced,Bored,Purple,Dark Brown,Guayabera,Angry,Sushi Chef Headband,Silver Hoop,https://lh3.googleusercontent.com/wC7F93TCAh9_qtvuK4Ts7h2KVJxwmYuy0U182yfI2NR_XCTckjHhZYFnju6leaPWbNNW4nFs4e5s7kv4HePntxQ_mAua4ycktxdtjA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 00:16:44.971687
13,BoredApeYachtClub2894,110.0,117.42600000000002,underpriced,Bored,New Punk Blue,Brown,Vietnam Jacket,Zombie,,,https://lh3.googleusercontent.com/ebdXat7VEucxYHPKdlptayjHlYnCi3rgoxV4Fk8lX6wai-xwTKreQ45AZiGGL76RDjYcBH_T3No23hl8bkVjBJ2kEdhZChLsiCB4,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:21.132443
14,BoredApeYachtClub2896,249.0,177.26930000000002,overpriced,Rage,Blue,Pink,Vietnam Jacket,Wide Eyed,King's Crown,,https://lh3.googleusercontent.com/r-IHI74g69E1IDWVG8273J1QrQI40R-G3xA__-E9T2LEpA3Ve77_2_RVBNxGROedUAMzPrSSSLymDQsAVvMaelX1PZAm5pWHgYtW,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:24.381452
15,BoredApeYachtClub2897,350.0,246.90950000000004,overpriced,Grin Gold Grill,Purple,Gray,,Closed,,,https://lh3.googleusercontent.com/-gWZ0Uf-cWD6ja62enAcLHtIoErSgrp-_LQzE2degcLk8OZetP4kcsvJi1dephbHzzSFiLbkCWmBu8Rd2TuuUR6wbFEBzg2XrI4JLQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:26.076301
16,BoredApeYachtClub2903,125.0,111.234,overpriced,Grin,Yellow,Zombie,Black Holes T,Wide Eyed,Party Hat 1,,https://lh3.googleusercontent.com/tKtEr9H7DoEDJwc5ioPFFJVBZGehlueWJjXIn9dDc6t6dGMtaxEqNeDt6zdh6EH1sNiQrV5B1zgb6m8Nxkxrjd1y5-t7JkbM9NGrVA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:35.434809
17,BoredApeYachtClub2905,78.5,151.409,underpriced,Bored Cigarette,Army Green,Brown,Service,Eyepatch,,,https://lh3.googleusercontent.com/yUXIwbxTtXm0ic_aOLxGGPk-MBU-5iDLoUYBiJtYvqU6h8lfpHWWbV79KUZujoPNoLC42irVEcgKqrVz0iGRMC_tKpk1Z34s-YuK,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:39.154476
18,BoredApeYachtClub2907,150.0,92.0125,overpriced,Bored Unshaven,Orange,Dark Brown,Rainbow Suspenders,Bored,S&m Hat,,https://lh3.googleusercontent.com/xM31_glW7h60NjBQjcZZ18OlLDW3aK-fJhyLXcTqNOuODRpM46mNbIMiUMr1ta3hAYEqsJuOgIZyq4P9CKEfbedJHm0B-NmI4Gn1BQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:42.326916
19,BoredApeYachtClub2917,175.0,174.64700000000002,overpriced,Bored Unshaven Pipe,Army Green,Black,Sailor Shirt,Closed,Halo,Silver Hoop,https://lh3.googleusercontent.com/IwUCvuIfGcIdw4fl5Wso9OH0aTmtMAykV6ASLkmJoPkIRhyzMn1kbdnf9gtSMB-WBJcuVXAb-RZiC48XV560bQsPOta8GnX9MBXHZQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:32:58.176146
20,BoredApeYachtClub2950,159.69,252.85695,underpriced,Jovial,Gray,Brown,,Bored,Faux Hawk,,https://lh3.googleusercontent.com/5CJ8mfbR-s3t-isG5emRnPS0UIR5YS1cvlN3XtuTGp7Cv-M_2p3MRM0H73_9FzfQzAT9pba6UTbKSkBFy8KlfWQPF58QnskhAqam_A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:33:49.215351
21,BoredApeYachtClub2952,249.69,177.87800000000001,overpriced,Jovial,Orange,Death Bot,Tuxedo Tee,Angry,Halo,,https://lh3.googleusercontent.com/aVwHLqECPJjpDTqFJAQsFFe9YbPNDgLur2UvgpRxc_jA-LbbodANTC9mWc0c8e-0fkwO-3uXzvSlYaYcBfG-Chrb4aGkfmxdkmj-Og,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:33:52.239629
22,BoredApeYachtClub2956,105.0,129.2405,underpriced,Bored,Purple,White,Sleeveless Logo T,Bloodshot,Bowler,Silver Hoop,https://lh3.googleusercontent.com/twKNzvKc456kuSSkCW8wYsX5uRCTwfDF5fZlT6HnkG6rnE1Z67QcBzS97YMdB-0v6bb7utGNLRLaIOa_xBXonpD6aOXZapj1HvMaQw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:33:58.313794
23,BoredApeYachtClub2959,369.69,277.3324999999999,overpriced,Phoneme L,Purple,Robot,Tweed Suit,Bloodshot,,Silver Stud,https://lh3.googleusercontent.com/7eFr8Pup_nMrEa8g4BZU8xPpYRzv2BUUUUCxBiSgxSXAwOIFBMzAqPtWueseqkyTzfyl0Wp2AeyDlYzFaiLOtNAk1h25j4ghy9y5Dc4,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:03.103566
24,BoredApeYachtClub2966,125.0,105.53399999999996,overpriced,Bored Cigar,Army Green,Gray,Sleeveless Logo T,Bored,,Silver Stud,https://lh3.googleusercontent.com/-QmhTgRjr_Algkp9t0_Yb5FvvaAVy8idBGToz1GTb3p-FDofXRRJSqfnva2jwuZoQoovNKzDTLb0d3ckfizN5abxdi8-cDdWSOv4aQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:14.064785
25,BoredApeYachtClub2969,75.95,80.14300000000001,underpriced,Grin Multicolored,Yellow,Brown,,Robot,Sea Captain's Hat,,https://lh3.googleusercontent.com/dm7FSxomBPH-OEKJ0BxpTjU9g7cZQO1-IRo6p1MGkOPIC2y8GSApj4-tSjOStDNvv8ScB-q1NrVYniVF6rLYHTPR1GXrOdwQbAeezw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:18.920473
26,BoredApeYachtClub2975,180.0,152.52455,overpriced,Bored,New Punk Blue,White,,Sleepy,Bayc Hat Red,,https://lh3.googleusercontent.com/QBsSrwoMpeZzuqlGHoFsXN2qPT8aGCgdYi38q2_Nshln160dn_N4VEnSnlIdQkH1XixbKGngY4KJC2Zufzlxqe7HfXiQ_EV6_rIv,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:28.253089
27,BoredApeYachtClub2980,299.0,184.11499999999995,overpriced,Bored Unshaven Dagger,New Punk Blue,Red,Sleeveless Logo T,Sunglasses,Army Hat,Silver Hoop,https://lh3.googleusercontent.com/e5moD_ko20y7H2Z3Ow2L_6KYa9ITaH8nqYSE3ssHRPM3G8tbFme7omIFKN92z2GrzvGZnB2XHhQ6QHPKNFma3SLRqLwT2p_j7R1NYP0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:35.946453
28,BoredApeYachtClub2986,666.0,545.501,overpriced,Bored,Aquamarine,Robot,Kings Robe,Bored,Party Hat 2,Cross,https://lh3.googleusercontent.com/pnJoJVgTtd2DHTHtWRUVaAvtRlcqH2WZQF6YfYj0D0kH3NuaFMzkq3G1Nfi_tJP2xN9jorEIYMQvWs3ioGKKwqV1zyOZANQ_ZoSd9Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:34:45.106238
29,BoredApeYachtClub2998,145.0,86.88499999999999,overpriced,Bored Unshaven,Yellow,Death Bot,Prison Jumpsuit,Bored,Army Hat,,https://lh3.googleusercontent.com/HbKu6D_FB2au5DG4ov5gNpM63uwbBmEw7p0nhYALtI5wGn17rS7A28aoDP9fXjDMQRPOzHH29rLw8yfFBEZnOXr0GfvvshViIVeo,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:03.781294
30,BoredApeYachtClub3000,300.0,207.68599999999998,overpriced,Grin,Blue,Tan,Black T,3d,Fisherman's Hat,Silver Hoop,https://lh3.googleusercontent.com/v2uImqX9TrFvHd3bc3hzJDb8bfeeaUHBEWSzmabhnNZQ9RzDrCueOoTXAJP8xwIKy0mbtbRxWmk-nkYgxz0hLmBwilj2LWUkINU,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:06.772473
31,BoredApeYachtClub3013,350.0,166.2405,overpriced,Bored,Aquamarine,Black,Puffy Vest,Sleepy,Horns,,https://lh3.googleusercontent.com/6LJ4o_V5Fyiv9DDWgMP-_M725f4UoDiVwGJx56gp5pPD66-WbZ9kEglm3tkKodGX8OIuM7N_8-eK55uN4gjHKfj4mo3gYY7Xc7SWUg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:27.299232
32,BoredApeYachtClub3020,110.0,137.65699999999998,underpriced,Bored Unshaven,Orange,Red,,Sleepy,Fez,,https://lh3.googleusercontent.com/zTXFuXmoLUitIucGxMxXXLUS8lGtrxagDMkoFfOFfGycqkkuzsblt0h6SdSPuK6qR9OiaRycZ6MKYF1YuSix9t0Q4WkG_nq2S0Dq,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:38.144209
33,BoredApeYachtClub3022,135.69,135.77700000000002,underpriced,Grin Diamond Grill,Yellow,White,Guayabera,Heart,Fisherman's Hat,,https://lh3.googleusercontent.com/9lFOSXN4lrJhzUrk3QlAmkyBh5AhNTPKB-evPXjiC9l0uTY0rrkpsxinC0bemZxU6wz51N2beUZJJK-kOPVqaIxhg-kkzrjSVKmmTbM,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:41.356264
34,BoredApeYachtClub3028,120.0,99.63749999999997,overpriced,Discomfort,New Punk Blue,Dark Brown,Prison Jumpsuit,Wide Eyed,Halo,,https://lh3.googleusercontent.com/L2HX605vTQo2ACJ301gpu1xEiYSlUUf9yDw9o0ShRgnkbzUiBR3rGZhJGul3JMc-ACQQqtOdMk1LKpLXFtrOYvlD1Dm1TAofpwDQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:50.847677
35,BoredApeYachtClub3032,99.0,91.30499999999998,overpriced,Tongue Out,Yellow,Tan,Blue Dress,Zombie,Fez,,https://lh3.googleusercontent.com/HOft72zrIBrBmva9E20tf-804108Qxg9-tyraO4Du6r3WgOgteXRIcqyS2xzyCYoKcmvnxgLaDPqPyIhXoBUNf5_pV_EsdR9HkESNQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:35:57.081855
36,BoredApeYachtClub3046,420.0,419.3639999999999,overpriced,Bored Unshaven Pizza,Orange,Golden Brown,,Robot,Commie Hat,,https://lh3.googleusercontent.com/53gBw8JOSaAhvLclmUQEzG-smqxiKUVB_mNS43nvysi7A--1CeccACZSwkdM_neH6XbBdHpK1PrmP9kOt5rv0xvCq70pff5lO0ov,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:36:18.835618
37,BoredApeYachtClub3052,250.0,184.8775,overpriced,Bored,Yellow,Brown,Black T,Scumbag,,Gold Stud,https://lh3.googleusercontent.com/qnUKzufxA3A6F7VEQidY_ZlsGKrwBrrex6Uyd0GyClY2kHC6Wf_ZAc-d15-qlbnSNZ859rIM5FPiCyjvU8kJqZNFNny-45GTf8XMF_0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:36:28.368738
38,BoredApeYachtClub3058,94.7,154.02499999999995,underpriced,Discomfort,Yellow,Robot,Hawaiian,X Eyes,Fez,,https://lh3.googleusercontent.com/kClkEclXLKmqmjOzRJCwkzeLdi2xy80NHyzm6DMRm7fE8NopNZJ7cXWN3HVUAPrR785hSkSZW4_CX8YvTaSrFX4K112VZ4NRmMgDRVE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:36:38.235815
39,BoredApeYachtClub3071,90.0,180.39849999999998,underpriced,Bored,Army Green,Black,Work Vest,Blindfold,Bunny Ears,Silver Stud,https://lh3.googleusercontent.com/lBp9FF8W7DOZFdHJSuJLS9d5a5FtFyUfrZw93jej7T15I9U4BuvfElFinkjAQaZC7JUAlvcdPy5Mzw2xpZO5o-ZrbgebvUFB7USy,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:36:58.534167
40,BoredApeYachtClub3082,111.0,175.35695,underpriced,Bored,Purple,Brown,Striped Tee,Bored,Faux Hawk,,https://lh3.googleusercontent.com/gj_nXPt-feFh_JAO2Nk8sZJrAAmg2aYY_yoNOoVvSKK6rXe5vk5kBxVYlku0pWuV7SaPR0gjlqEk5QsoHkU5Cu3Qn3ZhtE3_jEZUBQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:37:15.405113
41,BoredApeYachtClub3086,400.0,369.656,overpriced,Discomfort,Yellow,Cream,,Zombie,Bayc Flipped Brim,,https://lh3.googleusercontent.com/21H7iAcGLQMtUAH5uN8z8kQE_xcH0CC0Zs2ldnEemVvSQwGXPdWAcqq_9_jlT2XKqSYawbRZ9swj7kUgHGsd4dAVf2en5z2WxyzXww,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:37:21.605605
42,BoredApeYachtClub3090,99.0,166.4245,underpriced,Bored,Blue,White,Service,Zombie,,,https://lh3.googleusercontent.com/_ynKRgfbEY7LExIQgA7Lj_n2jaO3kTY4YEaqiMeFjrQ9e9qTMkEUZWkxhZTrqfCVuEvKryb3k6FkPXYMPBQRUzCdT6SOO_iu-dVZAkY,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:37:27.790548
43,BoredApeYachtClub3108,300.0,255.93650000000002,overpriced,Bored Unshaven Kazoo,Purple,Cheetah,Sailor Shirt,Scumbag,Stuntman Helmet,,https://lh3.googleusercontent.com/FnHaCYksrkwCe2_qrlu6eRlWIQG2qD3FdsdrXogqT6XupTbH2XtvSkAIqdrtlppjOLBes76a82Uw0T2jvfDQh2b4i69BS7aUdwynnA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:37:56.000419
44,BoredApeYachtClub3112,110.0,104.18350000000001,overpriced,Bored Unshaven,Army Green,Dark Brown,,Bored,,Silver Hoop,https://lh3.googleusercontent.com/BXX3AW6brbOiaKbxeDTDUWafHIhhP9fWw4-NKjdsU2oA2RoZJyQOZ6HD4m4TuC6ZCprV4FelkrXtHI7zc0kbCypH1w7QqZiQkIS7V-E,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:02.150752
45,BoredApeYachtClub3116,180.0,100.47149999999999,overpriced,Bored Unshaven,Aquamarine,Brown,Navy Striped Tee,Closed,Party Hat 2,,https://lh3.googleusercontent.com/5Hcrpv5kdpoZ-nYgLzhegIlUmRbwolYodpSWcEXIFBQO-CIxIiAhPMgdaQ3KpF0ih_quFamf3VUyR13bM3JOmdHJ7Bdk7enKrejEEg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:08.262491
46,BoredApeYachtClub3118,60.5,79.9835,underpriced,Bored Unshaven,Army Green,Black,Space Suit,Bloodshot,,Gold Stud,https://lh3.googleusercontent.com/1ZSBJKKFk5ODfH4JOxrv2v60IdpGsmctw4HNr270pCmxO6tgjyLHEKHJgBfKMjTnLJfe1x57MF5FKUI-13QsZJaDwkwg7WfwgGSe,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:11.428550
47,BoredApeYachtClub3121,106.888,119.91499999999999,underpriced,Phoneme  ooo,Blue,Dark Brown,Prison Jumpsuit,Coins,Horns,,https://lh3.googleusercontent.com/ZMFINs-r7l-L8FeaRA9UQ83BJ5t12XowwrJrSZsnBYRnTIFyLvbVl9g4_1Mv8R-S9Yfec6AKWvv3pwkjbDXTxQ1ckVvTEjF8RC0iWg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:15.826520
48,BoredApeYachtClub3125,84.11,88.46749999999999,underpriced,Bored,Army Green,Black,Prom Dress,Sad,Army Hat,,https://lh3.googleusercontent.com/iAOK7tyz7BnxDtieLfCJR5bCw9ZRPRp8vM2-9Ku8aui-V0sAzvop7hzDzXFcesBiYDRvIVJ-yRIT5MESkBkufLOAJWRB2PFG2eo_Mg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:22.103297
49,BoredApeYachtClub3129,111.0,104.62199999999999,overpriced,Bored Unshaven,Purple,Golden Brown,Striped Tee,Bored,Sea Captain's Hat,,https://lh3.googleusercontent.com/dCn0ZHY-H_QX6_R35a49XjmVcv773NnS135T5rwrBF462x7RjnL-qnfn3zKqcm52g8fTc7xvuASg91fQtxa5ml69jc6Z18VF72mj5A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:28.503288
50,BoredApeYachtClub3130,150.0,127.35150000000002,overpriced,Jovial,Purple,Gray,Sleeveless T,Bloodshot,Bowler,Silver Stud,https://lh3.googleusercontent.com/acp4f6jjwKnWs4WP-7a9GvDnD_xMXwKz6plVMjgLAVkhGC5OY9DPPfu5gvstLmgPMyfOqCF5MMbvTnC99ctLz-FT5-lczxyJMhlD2Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:30.046332
51,BoredApeYachtClub3132,90.0,89.6335,overpriced,Grin,Aquamarine,Pink,,Sad,,,https://lh3.googleusercontent.com/vZ-Oyi4NGpg_oO5pR_eMRSfDvfsz4Hxdr1KuRryxRX7BYzeLKCGdAhSzIEQn_RYQ2jGGU4aacdr0fOe53UGoPGg3I62NC43L-dkYS6Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:38:33.238044
52,BoredApeYachtClub3160,149.69,84.68149999999999,overpriced,Tongue Out,Army Green,Blue,,Robot,,,https://lh3.googleusercontent.com/KVATVR1-5G9_ClyxrHlX8AD-eqVDesEJlu8uRqXyGVYHVI-DJzvtLM1g6blaJNqCcUaEUfgoCOGcLVZa8CMWCEyc87h3K6bTU07YU3E,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:39:17.086527
53,BoredApeYachtClub3163,135.0,113.78500000000001,overpriced,Bored,Blue,Brown,Bone Necklace,Robot,Prussian Helmet,,https://lh3.googleusercontent.com/tZFQoBUIpmheFafv1ERFOA5tni_aMyapjXPBffo9SptIprHanq75xjcnArkphX5lTbaTD3nP6pdQD7NnnUwxiIeg2zDkxNvLEQHtsw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:39:21.687366
54,BoredApeYachtClub3169,60.0,131.425,underpriced,Discomfort,Blue,Dark Brown,Tanktop,Robot,Stuntman Helmet,Silver Hoop,https://lh3.googleusercontent.com/8AqjHfqXnPUMFUycF9ajfcrOU9WHaWyItjviHTUGo0bP8KkCpOow0MDvmObgp-rPw6Y6A_61rRq_MQs4X7pNNtg8Qb0Rpiv98rc6jQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 01:39:31.253380
55,BoredApeYachtClub3180,73.12,89.523,underpriced,Bored Unshaven,New Punk Blue,Brown,Bandolier,Holographic,Bayc Hat Red,,https://lh3.googleusercontent.com/KNQyeD89MMte906A_hIFzjfpJfvex5qT28W78bj8B6M-OJaMa45J_aH_g2oZcIpgnIhmgKKEprMMHIMzDUvVdl21oGFGWhOJA06XSA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:27.977471
56,BoredApeYachtClub3181,85.01,101.80000000000001,underpriced,Grin Multicolored,Purple,White,Wool Turtleneck,Bored,,,https://lh3.googleusercontent.com/QQH_M3J16-6bw53eqdif70AGLKB2ra9qhCCOPhBiklndbhaA_gXwKyznpLM1r1I4X5D54Ae-wt9y263rXhFit_tg4KxDOA1l2_KJrw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:29.844188
57,BoredApeYachtClub3183,73.12,78.05850000000001,underpriced,Bored Pipe,Army Green,Gray,,X Eyes,Irish Boho,,https://lh3.googleusercontent.com/sU-ZGfxnBhvrIQmybYDTWvcjcFV0qPOmaU6FrXO0zxcJjApKqLuSLbn2rT4CZwv9B2KZc8ObVBRIQFXgt-pyc3R_z8PcTPC9wA1FzQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 16:32:33.400906
