,unique_id,current_price,predicted_price,pricing,Mouth,Background,Fur,Clothes,Eyes,Hat,Earring,image_url,contract_address,collection_name,timestamp
1229,BoredApeYachtClub7510,160.01,143.96600000000004,overpriced,Bored,Orange,Trippy,Wool Turtleneck,Coins,Commie Hat,Silver Stud,https://lh3.googleusercontent.com/3MXE9O6DmbpBZmCmE9PuOXMYDh1tkBgtoBGpEve0XbtmHCPIpggcViZPiDtLhVnVEQ0iDOW_OkHm2y0yRfR_59j8kRXogxcepeR2EA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:10:28.138451
1230,BoredApeYachtClub7513,73.12,86.13499999999996,underpriced,Bored,Aquamarine,Dmt,,3d,,Gold Hoop,https://lh3.googleusercontent.com/77jUuAhz7DWxtS9yTPgPrgIF82pcbNH_fEG_M7eM5XagVpNlaZ0CsFhGeSYyv-tWcMc5RoJ3QLEKTgy7c8hUgyKSK2h23C98ivev,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:10:32.811527
1231,BoredApeYachtClub7516,73.12,75.40549999999999,underpriced,Bored Unshaven Pipe,New Punk Blue,Brown,Tanktop,Bored,,Gold Stud,https://lh3.googleusercontent.com/IPk5INEBzUgMiboLjDVKnJ9BfrAkJKBmwyZ7ZK5TcxWKIioK0KGrWElJl_vJkItoFynvEXYCGJg-_fuXEKNf4z4PnHD_pj60N4Oelw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:10:37.575776
1232,BoredApeYachtClub7519,73.12,88.38364999999999,underpriced,Bored Cigarette,Aquamarine,Dmt,Hawaiian,Bloodshot,Horns,Silver Hoop,https://lh3.googleusercontent.com/FhE_hXtdjswsBkzM5Fmd0cEu_uJxRsEDw5mfGW7xd7nWf1QOAAW7HZcSIj1DmD-aagDUFx2KOvsOfOMlCPO-sb2NAOrQ8t2U_nfT,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:10:42.303935
1233,BoredApeYachtClub7521,85.01,141.78100000000003,underpriced,Grin Multicolored,New Punk Blue,Golden Brown,Sailor Shirt,Crazy,Army Hat,,https://lh3.googleusercontent.com/vsFIEZ_M4UoklsFHv6p8xR4eaQyskJp7JECPUVkN2LKAvtV5SD73-MLHz-aXVLo37P0jiXhllt9h8qiIONv2pazFSR_uZHp2HXpkQZs,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:10:45.308807
1234,BoredApeYachtClub7532,100.01,102.03999999999999,underpriced,Grin,Aquamarine,Brown,Striped Tee,Wide Eyed,Trippy Captain's Hat,Gold Hoop,https://lh3.googleusercontent.com/DNMSHbv3CXn1u6J67zoHSbLRD_CKptdFHuC1Ee3Z9xFbq2b9XfnpX0pM4t_5SXnWW0ENafmQWUXxll2BdcuRNkZdrS84gUSpRKl1kP0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:02.632853
1235,BoredApeYachtClub7540,73.12,80.59599999999998,underpriced,Tongue Out,New Punk Blue,Blue,Striped Tee,Bloodshot,Army Hat,Silver Stud,https://lh3.googleusercontent.com/_kKWzjSOSpwwdyD5ICHdP1SKiContCoDbCfcNdoJURGZaK2IENltJvJHvUYvLjeJz3ISZc0yLP_YJlctdoOcxgUKXJFRzBATAgLBJw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:14.885735
1236,BoredApeYachtClub7547,73.12,81.56444999999997,underpriced,Bored Unshaven,Army Green,Black,Smoking Jacket,Coins,Party Hat 2,Silver Stud,https://lh3.googleusercontent.com/e9En9BI1KvauELFyIiIy5xnQ0lbTV_tfNZZnvfjPKQkVMMYGfHVH7Pf9CThrQ7jnN0ZEh-Xa9uu7uAnVjbesKzeFY4fnk7pZRR2j,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:25.949029
1237,BoredApeYachtClub7548,109.0,97.33099999999999,overpriced,Bored Unshaven Cigarette,Yellow,Blue,Lab Coat,Wide Eyed,,,https://lh3.googleusercontent.com/xykm2KN4BPQgld3YQxi_2L0eXEiuOfyA7tksZ8IAFporAvgJLChHCRmw_UrdEJqZUkon0_VzWEHXPUQRkPv_wlObn_n9sJmlvMlYM7E,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:27.555170
1238,BoredApeYachtClub7553,100.01,97.9837,overpriced,Bored,Yellow,Gray,Lab Coat,Zombie,Trippy Captain's Hat,,https://lh3.googleusercontent.com/B0pKo_3wnH840YxjYynLP-hRSyxOr7shsYBdsM87n-J0nv_1hl7tZx4XyuTQvtAJqL8TlnEVVqvD2YSEj6bDHrxHs5Bo349RaY-yoA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:35.428821
1239,BoredApeYachtClub7557,73.12,114.11449999999998,underpriced,Dumbfounded,Purple,Brown,Prom Dress,Sad,Irish Boho,Silver Hoop,https://lh3.googleusercontent.com/966iSmT6gxG72EGkXxMeXjoavpaIVQBZ4sKVp3WRe7nUlpcWBl7JUZZA72KCRhrluE2LGLiqbRf9C4kCoHdmofxVroBH-3BZTO7s,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:11:41.980816
1240,BoredApeYachtClub7573,72.51,165.92649999999998,underpriced,Discomfort,Purple,Pink,Wool Turtleneck,Bored,Bayc Hat Red,Silver Hoop,https://lh3.googleusercontent.com/CXAqeKe6Cl_ONrdS2xpSfuW0TULQfOJSWNuEwDtOxOFATjsM8iWPgehdqO3C5u9NoYasMOxtdRCe9vBoxMjzAkh3Z92eQjYp9QjS7xw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:08.952355
1241,BoredApeYachtClub7581,100.01,95.882,overpriced,Bored Cigarette,Yellow,Brown,Admirals Coat,3d,Trippy Captain's Hat,Gold Hoop,https://lh3.googleusercontent.com/JJe4SN97qVY5BjRMhPTD4LXmTr-Gk5mi2T2dObZmDCHh-Yx6bvch7hoisEhb3COxd9WDC1VXq7bzDB8M0_1B2hYwpDJrjqQICYeX9Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:21.560057
1242,BoredApeYachtClub7583,169.69,100.95199999999997,overpriced,Grin,New Punk Blue,Tan,Leather Punk Jacket,Bloodshot,Vietnam Era Helmet,,https://lh3.googleusercontent.com/xPwIOR68USYBRQ7BD8G7v_U4doXOKq_Quhx0NVfiF8DynESRSbkRgjoS9B1X0BcFbqRSjVFe-JmWPjsS6AECBlgH-0CG0oiUI8BymA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:24.829821
1243,BoredApeYachtClub7584,666.0,372.881,overpriced,Small Grin,Purple,Red,Hawaiian,Scumbag,Bayc Hat Black,,https://lh3.googleusercontent.com/993gshqqVSWr0xGxV-ej7lk0C-KrjXoj6xeDNTdKfLaUZDbNzY5Mz_WYUbb5QSftZkuNRXk1Ho2X3B1_00CrPilNu0_GToHBrD--wQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:26.443702
1244,BoredApeYachtClub7585,125.0,129.753,underpriced,Tongue Out,Orange,Black,Lumberjack Shirt,Bored,Commie Hat,Silver Stud,https://lh3.googleusercontent.com/1glLZEr_PScB9Tp7_w1oOXZ5cY62hjOUsr1m-peC92YWK3wnvMQM9h1fk1NTYQhfxGnIVn75468ne3SxumExN3ee0JsBi6EqlKDT,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:28.107443
1245,BoredApeYachtClub7586,94.0,127.25050000000002,underpriced,Bored,Orange,Brown,Cowboy Shirt,Bloodshot,Bandana Blue,,https://lh3.googleusercontent.com/-45NTtp3OYRUhOhFZLRATGR8pPqeCZQh1zRPMP2LwTJzThWc9ouboQ3xmDBLMrQ5gQF9ZpKEn9m_hGjzt_dEXohhYGBRi5459d-PdQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:30.004569
1246,BoredApeYachtClub7589,100.01,85.593,overpriced,Bored,Blue,Tan,Biker Vest,Bored,Trippy Captain's Hat,,https://lh3.googleusercontent.com/Kpxa7PQtLdJlV6RqEcfznNIYetdPrWeOuVGMfJdcGjBx5pOd4R7jYenQkUxm2zx0kCjfIjJallP3GDv6_npBvxk5dm96lpf2JQDI3w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:34.767363
1247,BoredApeYachtClub7590,420.69,133.31300000000002,overpriced,Phoneme L,Orange,Cheetah,Bayc T Black,Hypnotized,Beanie,Silver Stud,https://lh3.googleusercontent.com/VM0AzGvHyDyJltATawB4HhHRr0TMmon23U9hw075Tle7Ohswqv-zd2Q0Dakz1nN1WzeSlS4sP4JWzXsXaacGYOYF7yq3wJCqLQVnbQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:36.286783
1248,BoredApeYachtClub7594,420.0,302.1495,overpriced,Phoneme  ooo,Gray,Tan,Prison Jumpsuit,Sunglasses,Prussian Helmet,,https://lh3.googleusercontent.com/rCQswfkN60IQb7ITTqJDCnExNNjNZ7InrYAfJrPCUHsvMyOSrRrPV6TXzc7uqnuACDNqWjlL8JcQxUfN7VM7RTPFVdQQ0lskwTYC,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:42.753921
1249,BoredApeYachtClub7596,91.69,85.76399999999998,overpriced,Bored Unshaven,Aquamarine,Brown,Toga,Bloodshot,,,https://lh3.googleusercontent.com/rjAP1gS-xEUU9_VRf56FMvfwcBl4Acn4CxLKCp70sySzJqWp6gMrFrjUql5-LlbPeR9Zbo7ypCvTkZTlwBIOnVIcMraSEv8Bj3S6bzg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:45.848966
1250,BoredApeYachtClub7597,73.12,75.71449999999997,underpriced,Phoneme L,Yellow,White,Prom Dress,Scumbag,Beanie,,https://lh3.googleusercontent.com/MknvpprPLCvic2VPqKXSiy_ep_QVQayGenTdGBetKdXO9DY0mKxBGHbN1FEquF4sjOabtpBwl72j_Hlbbc5SwIJLxTaVMmmkRYg_,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:47.384808
1251,BoredApeYachtClub7598,84.3,107.53699999999999,underpriced,Bored,Gray,Robot,Black T,Closed,Bandana Blue,,https://lh3.googleusercontent.com/8n10pUoIrmv-69Nx1ZsBUhiNjqqHNA3Inp3WLDoujJfzHSbKSgoV3Oc48cq2qaBCG9HGegeihAe9guHAYQWRn9ANkODT-8ueNrDsYQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:48.723626
1252,BoredApeYachtClub7599,150.0,127.819,overpriced,Bored Unshaven,Purple,Black,,Closed,Safari,,https://lh3.googleusercontent.com/V1Efbb3_y-M6nvlkCXSOEIBUWL9NRL4YFuwCekr7p0vqWFWVcLo9G6rOfM_I6wv7tI86-dkWORv24lQzEO8Y_MeH4DVudygri-uqaA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:50.278135
1253,BoredApeYachtClub7602,230.0,152.24699999999999,overpriced,Bored Cigar,Blue,Blue,Pimp Coat,Sleepy,Baby's Bonnet,,https://lh3.googleusercontent.com/SHcKHzKCtzTu2663q9n_DECI71RuuxDof3jykbV-MzNzqcmYBDGYcnixoZqnnNEq5_OBwtMKJvM9M7y4dUW4vPBzoMGGsYhn6lKVv2c,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:54.883333
1254,BoredApeYachtClub7605,72.51,93.99249999999998,underpriced,Bored,Gray,Pink,Lab Coat,Closed,Halo,Gold Stud,https://lh3.googleusercontent.com/Psmp9bnN2YB2dWuJTHMtaq3leE2fm_5Pneo4i184F1NsrQP4520kQN2P9g-0oXL-TBDOfQSwDq5xadtQYpat6NgRYX4Afz0ytxaKAw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:12:59.653839
1255,BoredApeYachtClub7609,125.01,119.82100000000003,overpriced,Dumbfounded,New Punk Blue,Dark Brown,Black Holes T,Zombie,King's Crown,,https://lh3.googleusercontent.com/JdNm0zZS7REaqtAXEeupPqnOMJqBKgzTMailYiiL02NnpevUwMgAOpbB3VkVkAkO4xIgpBILBTroSDeIF0TXmSY96CHx4HpkwtCiJQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:05.743880
1256,BoredApeYachtClub7610,73.12,186.76639999999995,underpriced,Tongue Out,Blue,Pink,Hip Hop,Angry,Ww2 Pilot Helm,,https://lh3.googleusercontent.com/uWyVDF1ROMAKZMz3nUWY4KVaDFNeJWuyXbPhxds3Y6lNWckqOmtzcC2UOG6gqZRtC-Kim2Js8jZAN5sIRgSQJDrWo_vwGoAVoQfy8A,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:07.271371
1257,BoredApeYachtClub7611,142.069,88.43549999999998,overpriced,Bored Bubblegum,Aquamarine,Death Bot,Work Vest,Heart,,,https://lh3.googleusercontent.com/YPKWndgd7E7D1j6Kn5UGZ2EtJVMXU_1k2iERvSKjA8n-0wAH9idt83T7W5Gy9XcyL5SUNG8wcb-aqU-fzIYhA9WUCqGs84QrxmZABQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:08.996721
1258,BoredApeYachtClub7616,160.01,283.0565,underpriced,Bored Pipe,New Punk Blue,Trippy,Black T,Angry,Cowboy Hat,Cross,https://lh3.googleusercontent.com/WLPXTFNvNXC95nNaCk4k6Tu2RLWKvl5MCILJMTftHMt9xgami7rGY6uOoUo6c7ylJ1AdDWSvcQKYKYeOaUYKCoOhpxCeTfO0ZoQ,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:16.920788
1259,BoredApeYachtClub7617,225.0,174.125,overpriced,Grin,Blue,Red,Sailor Shirt,Bored,Bunny Ears,,https://lh3.googleusercontent.com/t9cFRTF02vd-Bl_cb2LRAeqYUYViJJt_KUSsYhk-eO5qnTYFukpZSSkx2kVey3RMejTXK7mPl4KbbNfiq2_tD6TgBTWDRwNLnkJ3jw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:18.509717
1260,BoredApeYachtClub7618,99.0,100.15599999999999,underpriced,Bored Unshaven,Yellow,Cream,Prom Dress,Bloodshot,,,https://lh3.googleusercontent.com/_Ltm__-83-ixdOZxbU9_btDvFf1jo3R3Q6Iw0lc8A3kxt8LSmsWAnHMrMMUwqeoE-_410Xr1OWOf70OXsfFOItFuNk12LsQvMm8W,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:20.397671
1261,BoredApeYachtClub7623,333.33299999999997,227.18765,overpriced,Bored,Aquamarine,Golden Brown,Guayabera,Scumbag,,Silver Hoop,https://lh3.googleusercontent.com/alz24jLk3ICzn-jAMmYoGdsjq0Qm3XurNVBQSLNAk2Ow8A6RTMAmjLO5qk1nxhqze8yNUJoFGL5S8HGJJzgi0_lEDm9o0X0TZRDK9Q,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:28.343746
1262,BoredApeYachtClub7627,111.111,157.805,underpriced,Bored Cigarette,New Punk Blue,White,Lumberjack Shirt,Eyepatch,Bowler,,https://lh3.googleusercontent.com/5evbO48FziMSlFTWUfDnmlIyN-2G3CerkUMPQ3vpbtBVznh8bQ7JHkI6rkqZBbs7R9GuuFqVSnpd1Br4mUJqokZxtYrEx7wB8XStDA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:34.598264
1263,BoredApeYachtClub7630,88.11,82.773,overpriced,Phoneme Wah,Orange,Brown,Striped Tee,X Eyes,Short Mohawk,,https://lh3.googleusercontent.com/8KTtL9Eq2EoCGwFObhc1eFy1adbMExKr_KT_8ZloKy6kYfahsFZQayq9mhg5nVYF5iaBmbW4pYGtQr5I9Wbe88CVqzOxX7fxCvCm,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:39.478208
1264,BoredApeYachtClub7631,150.0,130.6065,overpriced,Bored,Aquamarine,Brown,Hawaiian,Zombie,Halo,,https://lh3.googleusercontent.com/3BQzXkH_X0iSWJWDKtghW7PGeZnG6rzkUSR2tZYLqWp2PJaE4NkQmgjebcpiBPUWcD9osxYQ2V5ppx1lrki345QQMjzqpU5u5snUcg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:41.136615
1265,BoredApeYachtClub7634,84.3,89.09049999999998,underpriced,Bored Unshaven Kazoo,Gray,Robot,Navy Striped Tee,Bored,Seaman's Hat,,https://lh3.googleusercontent.com/pfWbyYpxSeaVF_hhRG7QzABH_MKrJHvujzlr098KxQkKyDBg_zESG-lrvuweVqv31KZg-F8P9cc-KMIPPzI7jd3KYIfgs1HfIHyh4w,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:45.862482
1266,BoredApeYachtClub7635,95.01,99.42450000000001,underpriced,Grin Diamond Grill,Blue,Tan,Hawaiian,Sleepy,,,https://lh3.googleusercontent.com/kGWPNzOaJmhZA0UaZ1lUsl05MT0sLUZCsaBtkhd-fOrOsJTMm6hc3tUjLMg33xydLYRTSUTKBa25KdYM_z_z2cVrZbLphXiup4Qlegc,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:47.459811
1267,BoredApeYachtClub7637,999.0,768.4525000000001,overpriced,Tongue Out,New Punk Blue,White,Biker Vest,Angry,Seaman's Hat,,https://lh3.googleusercontent.com/Ni4SPRgRXq1QF1FMmswSaN9wwB0-gCce_EdK0jdKGZCbHU8u0U6D0pbrSGJvW-PKF54inYze9rRBemTcgQY3w9jJkHrw5Fiyz_x7wg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:13:50.628014
1268,BoredApeYachtClub7649,73.12,78.31049999999996,underpriced,Bored Unshaven Cigarette,Gray,Brown,Bayc T Red,Holographic,Sushi Chef Headband,,https://lh3.googleusercontent.com/ufQJykCVQL9SkS0oLmqUtqGk7l_LKRn6Yx_9j97bCbWPsOsJHFasyq_aPdONRVZMpfPgzTzQVMyQWggYzry7OiDdey6p5OSykfPt,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:09.534367
1269,BoredApeYachtClub7655,73.12,100.61999999999998,underpriced,Phoneme  ooo,Blue,Noise,Sailor Shirt,Coins,Bowler,,https://lh3.googleusercontent.com/bPZRiGtFEJtXYF3c5Ypu0GTqQBsGgddRBD5AAjmb5TFaFwIOr0Qnk10Z1DSyS6W72a8_XI3eSPKHO9tZTIwIKcZivh8RExG4oY4Rkw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:19.134223
1270,BoredApeYachtClub7656,70.0,110.85650000000001,underpriced,Bored Unshaven,Orange,Gray,Sleeveless Logo T,Bloodshot,Safari,,https://lh3.googleusercontent.com/7zsDNd6heLcywsu5e8FXUtRq3NJjXiMFfhGe6vOhx4oNbdeUq9PUamNaPe_vYO5E1ZHsNg-scPRBpnt1HuoX0e01LQOJ2MEPN0w8OB0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:20.913025
1271,BoredApeYachtClub7658,420.69,360.4494999999999,overpriced,Bored Unshaven Dagger,Aquamarine,Gray,Pimp Coat,Closed,Bayc Hat Black,,https://lh3.googleusercontent.com/RyCiBi_d4bws8F5SfvLsPHwwTer7l_n4qzucDxK1vokgfDdozVCpD2auJHfaHJ_IEwcFaVLZa6eB57j8tSY94QLTgCPs-LHyUNTu,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:23.929127
1272,BoredApeYachtClub7660,73.12,78.085,underpriced,Bored Unshaven,New Punk Blue,Cream,,Wide Eyed,Prussian Helmet,Gold Stud,https://lh3.googleusercontent.com/Z6ID_F1u8w2cfvP-ixJm8vkIc6W_UiExbpzKbKnTlfPnOECAdUt1qXMwfCNIfLY3HppnXzLbD4x4AN2_DxiuJ2JaZ0jf2Mm_6GA5Zg,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:27.033046
1273,BoredApeYachtClub7678,125.01,294.2560000000001,underpriced,Bored Unshaven Pizza,Purple,Cheetah,Sailor Shirt,Robot,King's Crown,,https://lh3.googleusercontent.com/Fxgaf0CLK0arTk_e320locLqaZwci_Fgg3-veyFkv33SubO2I5XfdMK5A_VwdYox4iL7OjvvR5BpCvdwEzCtPmbWu6gzP4e7OfMydm0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:54.798503
1274,BoredApeYachtClub7681,160.01,164.7375000000001,underpriced,Dumbfounded,Aquamarine,Trippy,Smoking Jacket,Hypnotized,King's Crown,,https://lh3.googleusercontent.com/CuMAsc06bHZx_0nz4lli04vq979VbVCF9FYN4im1-JSrP1QRYmWFvA2Cs2gmJYx2PDR-mTLPOsk_kbdpUQ7w3YMlnCgETa0G1ysE,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:14:59.454496
1275,BoredApeYachtClub7682,98.0,86.60499999999999,overpriced,Jovial,Gray,Brown,Bandolier,Bloodshot,,Gold Stud,https://lh3.googleusercontent.com/qvD2hWTlNxHD7V9-zRtMfBP9N_yhVvb8Jqr2_TAVKZse4kKJ6o4LuGFQH0oKyLw1e6tGLzdAeJPvifno_dzOUN7KGo_wDWWeQ3_d,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:01.055599
1276,BoredApeYachtClub7692,73.12,90.23549999999997,underpriced,Bored Unshaven,Gray,Brown,Caveman Pelt,Sleepy,Police Motorcycle Helmet,Silver Hoop,https://lh3.googleusercontent.com/M0QxJEiw5zLuHCd3isL816Vhy_jICg0NHyS2BNgZlMuBwaq9AgScNL6wWFFQZ4PNSWysLRwkjfz5s7duC92rBikqHYyT17H0KYKfZK0,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:16.748875
1277,BoredApeYachtClub7693,200.0,168.378,overpriced,Dumbfounded,New Punk Blue,Black,Biker Vest,Sleepy,Bayc Hat Red,,https://lh3.googleusercontent.com/awlHMs7ZVRLxuiJJ84CylogTTmTYRUTt_pPdWI6oED_60LOGSnH5pnQxpceQcQvUQL7uM4BQlPaBJuvn-pq7xkatOuqj2_nc3SCkeKk,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:18.318715
1278,BoredApeYachtClub7694,73.12,117.49699999999999,underpriced,Bored,Blue,Dark Brown,Wool Turtleneck,Blindfold,S&m Hat,Gold Hoop,https://lh3.googleusercontent.com/-XfJ9bu2zy5ATImTfiUM_3yctxyl3XBp0Qkncd_ZP3csNNN8Y4p-BCjeE2OSIQpPbUuSOBNFB7PoaaKn8MpFVvjX1eeR43dFfIJJ79o,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:19.962575
1279,BoredApeYachtClub7699,769.0,513.165,overpriced,Bored,New Punk Blue,Pink,Prom Dress,Heart,Sea Captain's Hat,,https://lh3.googleusercontent.com/B6yRlxwo_o7DNdIHBnaq5_PjeRLwm90ad3eUQB_vPszeZHeznsjnol1vUy0zQ6tbSMBn88uuF3lnRJ8sWCxC5K8GaQNhyNbV-0Be,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:28.048577
1280,BoredApeYachtClub7703,92.5,95.23449999999998,underpriced,Grin,Orange,Pink,Bayc T Black,Sleepy,Fez,Silver Stud,https://lh3.googleusercontent.com/kxRRez4ChDLWz2nexv0n5HdOjpzzinHIvmY1ZLDJCzl0iF5rIY566D4wMkY4FUs0ejnzeMEY1EAbn6Xxyib9iW-Tt4art7rvv4ZR8g,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:34.515871
1281,BoredApeYachtClub7707,73.12,84.59599999999998,underpriced,Bored Party Horn,Orange,Pink,Bayc T Black,Sad,Spinner Hat,,https://lh3.googleusercontent.com/4wEohzc4YO7-kVqzSwGTV9_IMq5foulsTo_QKebrEoU_n3vZecNwxBKNlhC-jRHoF1KyGkBrtRtMyjOAoaJdO6MbywKfKdiKSQhRZw,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:40.672617
1282,BoredApeYachtClub7714,73.12,104.20299999999995,underpriced,Bored Cigar,New Punk Blue,Zombie,Hawaiian,Scumbag,Fisherman's Hat,,https://lh3.googleusercontent.com/HygmuambgL4mkqvKWBJ8f3aDFfnNXIJ1BDe7RtttVb8C8q5Y3HhS2p1t8DZTf3ApYiIkYCaUqR1kbGXfExI4yHHsQ8XbxNANl0sbog,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:51.460617
1283,BoredApeYachtClub7715,73.12,78.45349999999999,underpriced,Rage,Aquamarine,Blue,Striped Tee,Robot,Seaman's Hat,Silver Stud,https://lh3.googleusercontent.com/dJLTaMi7vv8nWB1nshjFqT9XSmcljE9DaQ5ldo9Tnj_m7BZGcQzU26p02kS_Qg3CiPAaW2I038YBOMsELYCHgE_lqvAlkiF8fZHQFag,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:15:53.022344
1284,BoredApeYachtClub7721,84.3,90.1305,underpriced,Bored,Gray,Robot,,Angry,Fez,Silver Hoop,https://lh3.googleusercontent.com/F4mE0Y6debxSGpZn_6FlraKaEbXHsKIXvfzrNmDzpP1JWgWvCcg1pkXPuRwspYTKBruEURJtGJrXwGwGGf2P1WO_bUKlVuoAqf4AeA,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:16:02.339160
1285,BoredApeYachtClub7724,247.77769999999998,199.61900500000004,overpriced,Bored Unshaven Kazoo,Purple,Blue,,Cyborg,Prussian Helmet,,https://lh3.googleusercontent.com/JoViwX8xcMh8FQcv729pa1kjwwIi7oQSb5igumnmhajXJZusCKVVCF8gcNiwvbdIZOhw-WEYACXRoqLuNxidva-g-iyvFvbIUAjX,0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,BoredApeYachtClub,2022-01-15 19:16:07.002350
